Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
440888,8400000000;4471708,3400000000;02  ARGANZUELA;02-03 CHOPERA;GUILLERMO DE OSMA, CALLE, DE;15;Verde;Batería;15
440962,2400000000;4471735,7300000000;02  ARGANZUELA;02-03 CHOPERA;GUILLERMO DE OSMA, CALLE, DE;4;Azul;Línea;3
440940,0500000000;4471731,2200000000;02  ARGANZUELA;02-03 CHOPERA;GUILLERMO DE OSMA, CALLE, DE;8;Azul;Línea;6
440934,0900000000;4471717,9200000000;02  ARGANZUELA;02-03 CHOPERA;GUILLERMO DE OSMA, CALLE, DE;9;Verde;Batería;3
440758,7300000000;4472154,6300000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;10;Azul;Línea;2
440755,6800000000;4472127,7700000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;10;Azul;Línea;3
440766,2200000000;4472087,8300000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;11;Verde;Línea;6
440752,7700000000;4472099,0900000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;12;Azul;Línea;4
440760,9700000000;4472038,2700000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;15;Verde;Línea;12
440755,2500000000;4471987,0900000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;19;Verde;Línea;1
440749,5300000000;4472067,7400000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;20;Azul;Línea;2
440748,1600000000;4472056,4500000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;20;Azul;Línea;2
440750,9100000000;4471949,9400000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;21;Verde;Línea;9
440746,8700000000;4472041,6900000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;22;Azul;Línea;3
440745,1900000000;4472026,2900000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;24;Azul;Línea;1
440744,2100000000;4471886,2600000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;25;Verde;Línea;3
440741,5200000000;4471860,2600000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;29;Verde;Línea;6
440774,4500000000;4472160,1600000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;3;Verde;Línea;7
440738,6600000000;4471964,3700000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;30;Azul;Línea;2
440735,0200000000;4471797,5200000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;31;Verde;Línea;6
440732,7400000000;4471774,3300000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;33;Verde;Línea;1
440736,4900000000;4471946,1500000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;34;Azul;Línea;4
440730,7100000000;4471753,9500000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;35;Verde;Línea;1
440731,9500000000;4471766,4100000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;35;Verde;Línea;1
440729,5100000000;4471743,1400000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;37;Verde;Línea;3
440728,1400000000;4471867,8700000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;42;Azul;Línea;4
440725,0800000000;4471837,0200000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;46;Azul;Línea;1
440726,1100000000;4471849,0700000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;46;Azul;Línea;1
440722,7200000000;4471818,1000000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;48;Azul;Línea;5
440719,1200000000;4471784,6800000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;50;Azul;Línea;4
440715,8700000000;4471752,4600000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;52;Azul;Línea;6
440762,1000000000;4472185,2000000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;8;Azul;Línea;6
440769,2800000000;4472115,8300000000;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;9;Verde;Línea;4
440836,2300000000;4471786,6900000000;02  ARGANZUELA;02-03 CHOPERA;JOSE DE VILLARREAL, PLAZA, DE;1;Verde;Batería;7
440833,5200000000;4471795,6000000000;02  ARGANZUELA;02-03 CHOPERA;JOSE DE VILLARREAL, PLAZA, DE;4;Verde;Batería;6
440867,5800000000;4471806,4700000000;02  ARGANZUELA;02-03 CHOPERA;JOSE DE VILLARREAL, PLAZA, DE;5;Verde;Línea;3
440924,9900000000;4471616,0100000000;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;1;Verde;Línea;5
440897,7900000000;4471592,4900000000;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;10;Verde;Línea;6
440918,8400000000;4471614,4100000000;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;4;Verde;Línea;5
440899,3400000000;4471589,6800000000;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;7;Verde;Línea;6
440875,4400000000;4471564,1000000000;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;S/N;Verde;Línea;3
440872,8000000000;4471566,6300000000;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;S/N;Verde;Línea;3
440942,8800000000;4471820,7900000000;02  ARGANZUELA;02-03 CHOPERA;MIGUEL ARREDONDO, CALLE, DE;5;Verde;Línea;12
440722,1000000000;4472081,4800000000;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;1;Verde;Batería;15
440694,1300000000;4472084,4300000000;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;3;Verde;Batería;1
440682,2400000000;4472091,3500000000;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;3;Verde;Línea;25
440699,0900000000;4472084,0500000000;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;3;Verde;Batería;2
440675,8600000000;4472086,3800000000;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;3;Verde;Batería;4
440662,9100000000;4472087,8000000000;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;5;Verde;Batería;5
440642,3200000000;4472090,1600000000;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;7;Verde;Batería;13
440908,2600000000;4471753,2500000000;02  ARGANZUELA;02-03 CHOPERA;RUTILIO GACIS, PLAZA, DE;6;Verde;Batería;15
440915,3000000000;4471743,4600000000;02  ARGANZUELA;02-03 CHOPERA;RUTILIO GACIS, PLAZA, DE;7;Verde;Línea;4
440897,3900000000;4471677,5600000000;02  ARGANZUELA;02-03 CHOPERA;SAN DANIEL, CALLE, DE;2;Verde;Línea;9
440847,8400000000;4471667,5100000000;02  ARGANZUELA;02-03 CHOPERA;SAN DANIEL, CALLE, DE;S/N;Verde;Línea;4
440989,4700000000;4471594,8900000000;02  ARGANZUELA;02-03 CHOPERA;SAN EVARISTO, CALLE, DE;3;Verde;Línea;9
440907,5600000000;4471554,6300000000;02  ARGANZUELA;02-03 CHOPERA;SAN FELIX, CALLE, DE;1;Verde;Línea;9
440797,0400000000;4471849,1200000000;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;11;Verde;Línea;23
440780,8300000000;4471847,0100000000;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;14;Verde;Línea;13
440915,4700000000;4471917,2300000000;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;2;Verde;Línea;6
440908,7000000000;4471908,1600000000;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;3;Verde;Línea;11
440863,5200000000;4471884,1600000000;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;5;Verde;Línea;4
440878,5900000000;4471897,9400000000;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;6;Verde;Línea;2
440849,5700000000;4471882,8500000000;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;8;Verde;Línea;9
440819,3000000000;4471867,2900000000;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;9;Verde;Línea;4
440671,4100000000;4472172,1900000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;10;Verde;Línea;15
440646,9500000000;4472178,4600000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;12;Verde;Batería;9
440597,5200000000;4472182,9800000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;14;Verde;Batería;3
440611,1300000000;4472181,7600000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;15;Verde;Batería;2
440580,9900000000;4472184,6900000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;16;Verde;Batería;5
440594,1600000000;4472179,6600000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;17;Verde;Línea;5
440592,0900000000;4472147,2500000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;17;Verde;Batería;11
440571,6100000000;4472181,8100000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;19;Verde;Línea;3
440571,0600000000;4472148,9200000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;19;Verde;Batería;4
440730,4100000000;4472166,7000000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;2;Verde;Línea;8
440559,0300000000;4472186,9800000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;20;Verde;Batería;7
440547,2000000000;4472184,1700000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;21;Verde;Línea;3
440504,7000000000;4472192,8500000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;26;Verde;Línea;5
440479,5500000000;4472200,2500000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;28;Verde;Batería;5
440482,9500000000;4472203,6400000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;28;Verde;Línea;3
440475,4600000000;4472181,8800000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;28;Verde;Línea;2
440489,5300000000;4472194,5200000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;28;Verde;Línea;2
440707,3300000000;4472173,9900000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;6;Verde;Batería;33
440591,4800000000;4472139,7800000000;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;S/N;Verde;Batería;11
440998,4400000000;4471626,5700000000;02  ARGANZUELA;02-03 CHOPERA;VOLUNTARIOS MACABEBES, CALLE, DE LOS;2;Verde;Línea;4
440966,1900000000;4471626,8400000000;02  ARGANZUELA;02-03 CHOPERA;VOLUNTARIOS MACABEBES, CALLE, DE LOS;5;Verde;Línea;7
440966,4300000000;4471629,7800000000;02  ARGANZUELA;02-03 CHOPERA;VOLUNTARIOS MACABEBES, CALLE, DE LOS;6;Verde;Línea;7
441064,6200000000;4471103,1000000000;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;11;Verde;Línea;2
441058,2300000000;4471088,4600000000;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;12;Verde;Línea;8
441062,7600000000;4471086,1100000000;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;13;Verde;Línea;1
441060,9700000000;4471069,6800000000;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;15;Verde;Línea;3
441053,7000000000;4471046,2700000000;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;17;Verde;Línea;3
441062,3900000000;4471051,9200000000;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;17;Verde;Línea;2
441069,9200000000;4471150,2100000000;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;3;Verde;Línea;8
441064,5500000000;4471152,0600000000;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;4;Verde;Línea;6
441066,5600000000;4471119,3400000000;02  ARGANZUELA;02-04 LEGAZPI;ALGETE, CALLE, DE;7;Verde;Línea;2
441105,5500000000;4471245,7100000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;1;Verde;Línea;10
441108,5900000000;4471251,7100000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;1;Verde;Línea;3
441125,0000000000;4471234,1500000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;1;Verde;Línea;2
441202,9700000000;4471140,8100000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;10;Verde;Línea;3
441145,9100000000;4471202,0100000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;6;Verde;Línea;2
441165,9700000000;4471180,2700000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;6 B;Verde;Línea;5
441238,6000000000;4471111,3700000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;7;Verde;Línea;1
441221,2800000000;4471130,2500000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;7;Verde;Línea;7
441214,4200000000;4471128,6400000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;7;Verde;Línea;3
441224,4200000000;4471117,8800000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;7;Verde;Línea;2
441163,4100000000;4471192,2700000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;8;Verde;Línea;10
441095,5800000000;4471265,8700000000;02  ARGANZUELA;02-04 LEGAZPI;ANDRES DE URDANETA, CALLE, DE;S/N;Verde;Línea;2
441292,3800000000;4471254,3200000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;1;Verde;Batería;6
441319,1900000000;4471266,3000000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;1 A;Verde;Batería;10
441380,4200000000;4471292,5500000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;1 C;Verde;Batería;8
441390,2700000000;4471286,7700000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;1 C;Verde;Batería;5
441362,4900000000;4471274,6600000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;1 C;Verde;Batería;12
441427,3300000000;4471302,9300000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;10 B;Verde;Batería;5
441442,2700000000;4471309,0800000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;10 B;Verde;Batería;6
441600,6200000000;4471387,6700000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;11;Verde;Batería;18
441497,9300000000;4471332,9100000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;12;Verde;Batería;9
441523,0900000000;4471344,4200000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;12;Verde;Batería;3
441653,9100000000;4471407,4500000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;13;Verde;Línea;3
441621,7000000000;4471386,6300000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;14 B;Verde;Batería;3
441578,8000000000;4471368,3300000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;14 D;Verde;Batería;26
441653,2200000000;4471403,1200000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;20;Verde;Línea;2
441705,4100000000;4471452,6300000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;29;Verde;Línea;6
441467,9800000000;4471330,3200000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;3;Verde;Batería;5
441431,5800000000;4471314,8100000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;3 C;Verde;Batería;12
441456,5500000000;4471315,1900000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;3 I;Verde;Batería;6
441693,4100000000;4471423,8600000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;31;Verde;Línea;3
441696,2200000000;4471421,3200000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;32;Verde;Línea;3
441676,0900000000;4471416,6500000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;33;Verde;Línea;2
441674,5300000000;4471412,3700000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;33;Verde;Línea;4
441697,9700000000;4471511,4700000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;35;Verde;Línea;3
441701,6600000000;4471483,9600000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;35;Verde;Línea;5
441694,3500000000;4471548,1400000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;37;Verde;Línea;7
441350,1600000000;4471279,7000000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;4;Verde;Batería;10
441486,8700000000;4471338,7700000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;5;Verde;Batería;3
441511,6600000000;4471349,4400000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;5 B;Verde;Batería;9
441555,4100000000;4471368,1100000000;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;7;Verde;Batería;10
442379,4000000000;4471645,3000000000;02  ARGANZUELA;02-04 LEGAZPI;ARIEL, CALLE, DE;2;Verde;Línea;11
442356,0300000000;4471637,3000000000;02  ARGANZUELA;02-04 LEGAZPI;ARIEL, CALLE, DE;4;Verde;Línea;2
442382,6800000000;4471659,2800000000;02  ARGANZUELA;02-04 LEGAZPI;ARIEL, CALLE, DE;4 C;Verde;Línea;7
442289,7000000000;4471569,8700000000;02  ARGANZUELA;02-04 LEGAZPI;ARIEL, CALLE, DE;5;Verde;Línea;13
442276,2000000000;4471568,7100000000;02  ARGANZUELA;02-04 LEGAZPI;ARIEL, CALLE, DE;7;Azul;Batería;33
442215,0100000000;4471517,4800000000;02  ARGANZUELA;02-04 LEGAZPI;ARIEL, CALLE, DE;S/N;Azul;Batería;28
442220,0200000000;4471511,3300000000;02  ARGANZUELA;02-04 LEGAZPI;ARIEL, CALLE, DE;S/N;Verde;Línea;14
441362,5700000000;4471551,0800000000;02  ARGANZUELA;02-04 LEGAZPI;BOLIVAR, CALLE, DE;13 D;Verde;Línea;3
441281,4500000000;4471516,3800000000;02  ARGANZUELA;02-04 LEGAZPI;BOLIVAR, CALLE, DE;18 A;Verde;Línea;7
441251,6600000000;4471503,7300000000;02  ARGANZUELA;02-04 LEGAZPI;BOLIVAR, CALLE, DE;18 B;Verde;Línea;4
441327,4900000000;4471535,7200000000;02  ARGANZUELA;02-04 LEGAZPI;BOLIVAR, CALLE, DE;22 D;Verde;Línea;3
441314,2800000000;4471530,5800000000;02  ARGANZUELA;02-04 LEGAZPI;BOLIVAR, CALLE, DE;22 D;Verde;Línea;1
441400,5300000000;4471567,2200000000;02  ARGANZUELA;02-04 LEGAZPI;BOLIVAR, CALLE, DE;26 A;Verde;Línea;12
441232,3600000000;4471495,6000000000;02  ARGANZUELA;02-04 LEGAZPI;BOLIVAR, CALLE, DE;9 B;Verde;Línea;1
441623,2400000000;4471416,8000000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;10 B;Verde;Línea;3
441613,6900000000;4471438,4900000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;10 D;Verde;Línea;4
441603,4200000000;4471462,0200000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;10 D;Verde;Línea;4
441625,6100000000;4471298,2800000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;12;Azul;Línea;9
441632,8400000000;4471307,7400000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;12;Verde;Batería;24
441617,0300000000;4471235,4300000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;13;Verde;Batería;14
441616,4300000000;4471257,0500000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;14;Azul;Línea;5
441556,6600000000;4471180,9500000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;16;Azul;Línea;1
441574,5300000000;4471199,5500000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;16;Azul;Línea;8
441577,1600000000;4471193,9500000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;16;Verde;Batería;14
441519,6000000000;4471142,6000000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;18;Azul;Línea;12
441544,3100000000;4471601,5700000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;2;Verde;Línea;4
441459,5500000000;4471081,1400000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;22;Verde;Línea;2
441475,8400000000;4471097,7200000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;22;Verde;Línea;4
441451,2200000000;4471072,6400000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;26;Verde;Línea;1
441543,5900000000;4471159,1900000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;29;Verde;Batería;12
441619,3500000000;4471441,2500000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;3;Verde;Línea;14
441441,7400000000;4471051,4100000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;30;Verde;Línea;13
441431,4700000000;4471052,2600000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;30;Verde;Línea;8
441512,1200000000;4471126,8900000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;31;Verde;Batería;8
441404,1100000000;4471024,0500000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;34;Verde;Línea;5
441484,8300000000;4471095,9400000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;35;Verde;Línea;9
441560,3300000000;4471563,3200000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;4 B;Verde;Línea;11
441342,4100000000;4470970,9400000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;40;Verde;Línea;6
441353,0700000000;4470970,1200000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;40;Verde;Línea;2
441318,4100000000;4470956,3500000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;52;Verde;Línea;4
441327,4900000000;4470955,1400000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;52;Verde;Línea;5
441585,6700000000;4471503,9800000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;6;Verde;Línea;3
441622,9900000000;4471263,0800000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;9;Verde;Batería;3
441389,1000000000;4471008,7100000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;S/N;Verde;Línea;2
441647,5400000000;4471366,7400000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;S/N;Verde;Línea;8
441400,5900000000;4471009,0100000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;S/N;Verde;Línea;7
441638,9100000000;4471356,6600000000;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;S/N;Verde;Línea;11
441551,7200000000;4471319,4600000000;02  ARGANZUELA;02-04 LEGAZPI;CROMO, CALLE, DEL;1;Verde;Batería;18
441554,0900000000;4471304,7800000000;02  ARGANZUELA;02-04 LEGAZPI;CROMO, CALLE, DEL;3 B;Verde;Línea;16
441568,0300000000;4471283,2900000000;02  ARGANZUELA;02-04 LEGAZPI;CROMO, CALLE, DEL;5;Verde;Batería;4
441572,1700000000;4471273,4900000000;02  ARGANZUELA;02-04 LEGAZPI;CROMO, CALLE, DEL;5;Verde;Batería;3
441583,8400000000;4471235,8700000000;02  ARGANZUELA;02-04 LEGAZPI;CROMO, CALLE, DEL;7;Verde;Línea;6
441590,4800000000;4471231,6900000000;02  ARGANZUELA;02-04 LEGAZPI;CROMO, CALLE, DEL;7;Verde;Batería;3
440991,7900000000;4471071,4500000000;02  ARGANZUELA;02-04 LEGAZPI;EL SOTO, CALLE, DE;1;Azul;Batería;22
441004,6500000000;4471068,8700000000;02  ARGANZUELA;02-04 LEGAZPI;EL SOTO, CALLE, DE;1;Verde;Línea;1
441004,2200000000;4471064,6800000000;02  ARGANZUELA;02-04 LEGAZPI;EL SOTO, CALLE, DE;1;Verde;Línea;1
441044,6400000000;4471060,0700000000;02  ARGANZUELA;02-04 LEGAZPI;EL SOTO, CALLE, DE;2;Verde;Línea;1
441033,4600000000;4471065,6800000000;02  ARGANZUELA;02-04 LEGAZPI;EL SOTO, CALLE, DE;2;Verde;Línea;3
441032,8500000000;4471061,4500000000;02  ARGANZUELA;02-04 LEGAZPI;EL SOTO, CALLE, DE;2;Verde;Línea;3
441016,9900000000;4471067,3900000000;02  ARGANZUELA;02-04 LEGAZPI;EL SOTO, CALLE, DE;2;Verde;Línea;3
441045,1900000000;4471064,2000000000;02  ARGANZUELA;02-04 LEGAZPI;EL SOTO, CALLE, DE;2;Verde;Línea;1
