Gis_X;Gis_Y;Distrito;Barrio;Calle;Número de Finca;Matrícula
440257,4253;4474733,898;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;24;301510071
440348,3194;4475133,014;01  CENTRO;01-05 UNIVERSIDAD;DON FELIPE, CALLE, DE;14;301510045
440263,4057;4475314,701;01  CENTRO;01-05 UNIVERSIDAD;DOS DE MAYO, CALLE, DEL;9;301510030
439545,795;4475318,811;01  CENTRO;01-05 UNIVERSIDAD;DUQUE DE LIRIA, CALLE, DEL;6;301510034
440303,0518;4475070,624;01  CENTRO;01-05 UNIVERSIDAD;EL ESCORIAL, CALLE, DE;20;301510054
440108,819;4475236,27;01  CENTRO;01-05 UNIVERSIDAD;ESPIRITU SANTO, CALLE, DEL;39;301510039
440555,8223;4475121,743;01  CENTRO;01-05 UNIVERSIDAD;FUENCARRAL, CALLE, DE;69;301510046
439801,9717;4475004,869;01  CENTRO;01-05 UNIVERSIDAD;GENERAL MITRE, CALLE, DEL;FRENTE 4;301510060
440309,8298;4475146,574;01  CENTRO;01-05 UNIVERSIDAD;JESUS DEL VALLE, CALLE, DE;34;301510047
440205,018;4475585,938;01  CENTRO;01-05 UNIVERSIDAD;MANUELA MALASAÑA, CALLE, DE;31;301510009
440381,4887;4475572,619;01  CENTRO;01-05 UNIVERSIDAD;MANUELA MALASAÑA, CALLE, DE;4;301510007
440181,0474;4475088,235;01  CENTRO;01-05 UNIVERSIDAD;MARQUES DE SANTA ANA, CALLE, DEL;11;301510048
439484,9092;4475508,483;01  CENTRO;01-05 UNIVERSIDAD;MARTIRES DE ALCALA, CALLE, DE LOS;5;301510021
440192,1882;4475490,199;01  CENTRO;01-05 UNIVERSIDAD;MONTELEON, CALLE, DE;3;301510017
439765,689;4475494,282;01  CENTRO;01-05 UNIVERSIDAD;MONTSERRAT, CALLE, DEL;17;301510020
440010,2716;4475358,555;01  CENTRO;01-05 UNIVERSIDAD;NORTE, CALLE, DEL;21;301510026
440222,3726;4474975,226;01  CENTRO;01-05 UNIVERSIDAD;PEZ, CALLE, DEL;12;301510057
440105,4782;4475063,559;01  CENTRO;01-05 UNIVERSIDAD;PEZ, CALLE, DEL;30;301510053
440059,5877;4475167,029;01  CENTRO;01-05 UNIVERSIDAD;POZAS, CALLE, DE LAS;12;301510044
440331,5245;4474860,972;01  CENTRO;01-05 UNIVERSIDAD;PUEBLA, CALLE, DE LA;20;301510066
440026,4105;4475444,56;01  CENTRO;01-05 UNIVERSIDAD;QUIÑONES, CALLE, DE;FRENTE 5;301510019
439810,2345;4475068,641;01  CENTRO;01-05 UNIVERSIDAD;REYES, CALLE, DE LOS;13;301510052
439740,2695;4475044,311;01  CENTRO;01-05 UNIVERSIDAD;REYES, CALLE, DE LOS;18;301510051
439894,1919;4475100,097;01  CENTRO;01-05 UNIVERSIDAD;REYES, CALLE, DE LOS;FRENTE 3;301510049
439845,4155;4474940,712;01  CENTRO;01-05 UNIVERSIDAD;RICARDO LEON, CALLE, DE;3;301510061
440299,6682;4475569,477;01  CENTRO;01-05 UNIVERSIDAD;RUIZ, CALLE, DE;15;301510008
440324,4714;4475455,331;01  CENTRO;01-05 UNIVERSIDAD;SAN ANDRES, CALLE, DE;30;301510016
439716,0268;4475208,908;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDINO, CALLE, DE;14;301510041
439780,7811;4475168,966;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDINO, CALLE, DE;6;301510042
439977,2227;4474906,923;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;20;301510062
439992,6557;4475008,159;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;34;301510058
439996,5884;4475143,246;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;46;301510043
439994,8939;4475237,351;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;53;301510037
440031,4837;4475294,395;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;64;301510027
440093,9069;4475443,963;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;72;301510018
440116,4196;4475566,814;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;84;301510010
439989,5133;4475499,821;01  CENTRO;01-05 UNIVERSIDAD;SAN DIMAS, CALLE, DE;17;301510015
439883,6672;4475541,76;01  CENTRO;01-05 UNIVERSIDAD;SAN HERMENEGILDO, CALLE, DE;30;301510014
439675,1923;4475130,492;01  CENTRO;01-05 UNIVERSIDAD;SAN LEONARDO, CALLE, DE;7;301510050
440135,0907;4475277,081;01  CENTRO;01-05 UNIVERSIDAD;SAN VICENTE FERRER, CALLE, DE;52;301510031
439905,4537;4475592,504;01  CENTRO;01-05 UNIVERSIDAD;SANTA CRUZ DE MARCENADO, CALLE, DE;10;301510012
439565,4029;4475680,286;01  CENTRO;01-05 UNIVERSIDAD;SANTA CRUZ DE MARCENADO, CALLE, DE;24 B;301510003
440095,9645;4475597,679;01  CENTRO;01-05 UNIVERSIDAD;SANTA CRUZ DE MARCENADO, CALLE, DE;S/N;301510006
439457,9229;4475521,971;01  CENTRO;01-05 UNIVERSIDAD;SEMINARIO DE NOBLES, CALLE, DEL;4;301510022
439395,292;4475660,504;01  CENTRO;01-05 UNIVERSIDAD;SERRANO JOVER, CALLE, DE;4;301510002
439431,6028;4475727,679;01  CENTRO;01-05 UNIVERSIDAD;SERRANO JOVER, CALLE, DE;6;301510001
440126,7332;4474809,625;01  CENTRO;01-05 UNIVERSIDAD;SILVA, CALLE, DE;23;301510068
440195,9176;4475180,118;01  CENTRO;01-05 UNIVERSIDAD;TESORO, CALLE, DEL;12;301510040
440466,0492;4474866,108;01  CENTRO;01-05 UNIVERSIDAD;VALVERDE, CALLE, DE;23;301510065
440453,0592;4474796,077;01  CENTRO;01-05 UNIVERSIDAD;VALVERDE, CALLE, DE;FRENTE 18;301510069
440238,2159;4473989,547;01  CENTRO;01-06 SOL;ATOCHA, CALLE, DE;14;301610017
439984,9425;4474269,383;01  CENTRO;01-06 SOL;BORDADORES, CALLE, DE LOS;9;301610010
439872,6693;4474122,573;01  CENTRO;01-06 SOL;BRINGAS, TRAVESIA, DE;1;301610016
440629,3685;4474537,922;01  CENTRO;01-06 SOL;CABALLERO DE GRACIA, CALLE, DEL;FRENTE 24;301610004
440327,739;4474512,326;01  CENTRO;01-06 SOL;CARMEN, PLAZA, DEL;S/N;301610003
440116,7973;4474321,658;01  CENTRO;01-06 SOL;CELENQUE, PLAZA, DEL;3;301610008
440271,7756;4474525,987;01  CENTRO;01-06 SOL;CHINCHILLA, CALLE, DE;2;301610002
440420,1084;4474186,164;01  CENTRO;01-06 SOL;ESPOZ Y MINA, CALLE, DE;3;301610012
439906,5169;4474282,366;01  CENTRO;01-06 SOL;HILERAS, CALLE, DE LAS;5;301610009
440171,65;4474136,835;01  CENTRO;01-06 SOL;MARQUES VIUDO DE PONTEJOS, CALLE, DEL;9;301610015
440467,9057;4474177,576;01  CENTRO;01-06 SOL;MATHEU, PASAJE, DE;4;301610013
440061,1623;4474200,065;01  CENTRO;01-06 SOL;MAYOR, CALLE;19;301610011
439882,6691;4474177,652;01  CENTRO;01-06 SOL;MAYOR, CALLE;42;301610007
440013,101;4474350,89;01  CENTRO;01-06 SOL;SAN MARTIN, CALLE, DE;1;301610006
439897,2658;4474426,394;01  CENTRO;01-06 SOL;SANTA CATALINA DE LOS DONADOS, PLAZA, DE;1;301610005
439978,1748;4474473,485;01  CENTRO;01-06 SOL;TRUJILLOS, CALLE, DE;7;301610001
438983,2451;4472775,204;02  ARGANZUELA;02-01 IMPERIAL;ALEJANDRO DUMAS, CALLE, DE;12;302130024
439120,0307;4472615,826;02  ARGANZUELA;02-01 IMPERIAL;ALEJANDRO DUMAS, CALLE, DE;3;302130014
439049,1557;4472674,326;02  ARGANZUELA;02-01 IMPERIAL;ALEJANDRO DUMAS, CALLE, DE;8;302130015
438974,9184;4473046,643;02  ARGANZUELA;02-01 IMPERIAL;COBOS DE SEGOVIA, CALLE, DE;16;302130054
438949,8489;4473225,514;02  ARGANZUELA;02-01 IMPERIAL;COBOS DE SEGOVIA, CALLE, DE;2;302130064
439010,0091;4472879,178;02  ARGANZUELA;02-01 IMPERIAL;COBOS DE SEGOVIA, CALLE, DE;21;302130044
438960,7301;4473142,587;02  ARGANZUELA;02-01 IMPERIAL;COBOS DE SEGOVIA, CALLE, DE;6;302130061
438807,2516;4472734,815;02  ARGANZUELA;02-01 IMPERIAL;DUQUE DE TOVAR, CALLE, DEL;12;302130020
438875,9057;4472715,076;02  ARGANZUELA;02-01 IMPERIAL;DUQUE DE TOVAR, CALLE, DEL;S/N;302130019
438744,4778;4472815,269;02  ARGANZUELA;02-01 IMPERIAL;DUQUE DE TOVAR, CALLE, DEL;S/N;302130021
438868,1393;4473607,917;02  ARGANZUELA;02-01 IMPERIAL;FOSFORO, CALLE, DEL;3;302130081
439170,3987;4473199,289;02  ARGANZUELA;02-01 IMPERIAL;GIL IMON, CALLE, DE;10;302130038
439265,987;4473224,267;02  ARGANZUELA;02-01 IMPERIAL;GIL IMON, CALLE, DE;6;302130037
439213,3269;4473198,099;02  ARGANZUELA;02-01 IMPERIAL;GIL IMON, CALLE, DE;7;302130039
439100,4796;4473477,446;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;1;302130070
439107,2377;4473377,233;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;14 B;302130068
439138,6883;4473235,884;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;20;302130059
439170,0038;4473137,293;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;22;302130058
439193,9774;4473045,893;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;26;302130057
439288,9057;4472685,993;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;36;302130010
439074,799;4473502,161;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;4;302130072
439308,239;4472613,826;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;42;302130011
439258,3223;4472803,243;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;57;302130008
439303,989;4472710,576;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;85;302130009
439054,5585;4473330,913;02  ARGANZUELA;02-01 IMPERIAL;JEMENUÑO, CALLE, DE;2 J;302130067
438956,9658;4473931,122;02  ARGANZUELA;02-01 IMPERIAL;JUAN DUQUE, CALLE, DE;2;302130094
438957,3284;4473635,716;02  ARGANZUELA;02-01 IMPERIAL;JUAN DUQUE, CALLE, DE;27 A;302130082
438868,4632;4473934,941;02  ARGANZUELA;02-01 IMPERIAL;LINNEO, CALLE, DE;2;302130093
438868,9544;4473734,601;02  ARGANZUELA;02-01 IMPERIAL;LINNEO, CALLE, DE;20;302130086
438962,3477;4473825,42;02  ARGANZUELA;02-01 IMPERIAL;MANZANARES, CALLE, DEL;13;302130090
438864,9057;4473812,326;02  ARGANZUELA;02-01 IMPERIAL;MANZANARES, CALLE, DEL;23;302130091
438845,3555;4473000,003;02  ARGANZUELA;02-01 IMPERIAL;MARMOL, CALLE, DEL;1;302130048
439054,5557;4473927,434;02  ARGANZUELA;02-01 IMPERIAL;MAZARREDO, CALLE, DE;1;302130095
439054,2396;4473742,731;02  ARGANZUELA;02-01 IMPERIAL;MAZARREDO, CALLE, DE;S/N;302130085
438960,932;4473743,953;02  ARGANZUELA;02-01 IMPERIAL;MAZARREDO, CALLE, DE;S/N;302130087
438858,7961;4473098,036;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;21;302130052
438866,7812;4472795,48;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;28;302130022
439142,4057;4472540,951;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;32;302130012
439003,7892;4473512,036;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;4 C;302130079
438950,1557;4472667,701;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;69;302130018
439073,6557;4472582,076;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;77;302130013
438948,5307;4472609,951;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;S/N;302130017
438901,3493;4473228,243;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;S/N;302130063
439049,2203;4473633,786;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;S/N;302130083
439216,5709;4473031,577;02  ARGANZUELA;02-01 IMPERIAL;MUÑOPEDRO, CALLE, DE;12;302130041
439355,9524;4473142,52;02  ARGANZUELA;02-01 IMPERIAL;MUÑOPEDRO, CALLE, DE;2;302130036
439426,8145;4473213,634;02  ARGANZUELA;02-01 IMPERIAL;MUÑOPEDRO, CALLE, DE;S/N;302130033
439395,7448;4473188,98;02  ARGANZUELA;02-01 IMPERIAL;MUÑOPEDRO, CALLE, DE;S/N;302130034
439265,3382;4473054,393;02  ARGANZUELA;02-01 IMPERIAL;MUÑOPEDRO, CALLE, DE;S/N;302130040
438927,8651;4473027,787;02  ARGANZUELA;02-01 IMPERIAL;PARADINAS, CALLE, DE;11;302130053
438956,4065;4472916,201;02  ARGANZUELA;02-01 IMPERIAL;PARADINAS, CALLE, DE;19;302130045
439340,0983;4472959,308;02  ARGANZUELA;02-01 IMPERIAL;PARTICULAR, CALLE;S/N;302130028
438938,5382;4473493,503;02  ARGANZUELA;02-01 IMPERIAL;PIZARRA, CALLE, DE LA;1;302130078
438858,1006;4473480,89;02  ARGANZUELA;02-01 IMPERIAL;PIZARRA, CALLE, DE LA;4;302130076
439289,3278;4472957,848;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;10;302130027
439480,7309;4473061,173;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;11;302130030
439116,4162;4472894,587;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;18;302130043
439524,6375;4473124,318;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;2;302130031
439168,0182;4472875,806;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;31;302130026
439014,308;4472855,464;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;43;302130025
438921,1202;4472842,519;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;45;302130023
439352,7504;4473000,184;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;8;302130029
438930,044;4473338,805;02  ARGANZUELA;02-01 IMPERIAL;RUY GONZALEZ DE CLAVIJO, CALLE, DE;2;302130074
438850,0051;4472918,255;02  ARGANZUELA;02-01 IMPERIAL;SAN ALEJANDRO, CALLE, DE;2;302130046
439452,1557;4472962,159;02  ARGANZUELA;02-01 IMPERIAL;SANTA CASILDA, CALLE, DE;8;302130002
438989,5564;4473163,546;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130055
439144,9813;4472987,008;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130056
439035,8718;4473101,479;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130060
438990,6511;4473227,943;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130065
438968,5048;4473312,05;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130066
439023,9308;4473483,85;02  ARGANZUELA;02-01 IMPERIAL;SANTA MARIA LA REAL DE NIEVA, CALLE, DE;S/N;302130073
439138,4487;4473924,8;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, CALLE, DE;43;302130096
439168,7807;4473379,201;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;14;302130069
439118,5897;4473484,88;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;2;302130071
439112,9269;4473796,463;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;2 G;302130088
439079,9371;4473710,892;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;2 J;302130084
439280,6929;4473301,365;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;30;302130035
439510,1479;4473166,489;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;52;302130032
439557,989;4473045,826;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;122;302130001
439510,8223;4472913,243;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;134 B;302130003
439470,239;4472804,909;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;142;302130004
439418,989;4472660,576;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;172;302130007
439377,739;4472827,909;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;S/N;302130005
439261,5723;4472878,659;02  ARGANZUELA;02-01 IMPERIAL;TOLEDO, CALLE, DE;S/N;302130006
438828,1629;4473839,854;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;13;302130092
438807,1354;4473683,464;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;27;302130080
438810,9964;4473492,473;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;43;302130077
438813,4417;4473354,764;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;49;302130075
438790,5712;4473249,32;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;53;302130062
438769,6052;4473180,984;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;55;302130051
438730,3036;4472960,751;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;63;302130047
438960,5362;4472535,139;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;S/N;302130016
438729,9792;4473030,063;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;S/N;302130049
438739,711;4473125,868;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;S/N;302130050
439841,6854;4472355,462;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;1;302230057
439907,5326;4472425,722;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;10;302230058
439995,3081;4472459,924;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;26;302230049
440157,2881;4472279,079;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;S/N;302230047
440063,4228;4472439,003;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;S/N;302230048
439886,5573;4472507,753;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;S/N;302230059
439787,0839;4472375,235;02  ARGANZUELA;02-02 ACACIAS;ARGANDA, CALLE, DE;S/N;302230060
440393,584;4472354,935;02  ARGANZUELA;02-02 ACACIAS;ARQUITECTURA, CALLE, DE LA;16;302230007
440455,0308;4472240,987;02  ARGANZUELA;02-02 ACACIAS;ARQUITECTURA, CALLE, DE LA;19;302230003
440275,6424;4472185,571;02  ARGANZUELA;02-02 ACACIAS;BAÑOS DE MONTEMAYOR, CALLE, DE;5 C;302230040
440115,1293;4472683,299;02  ARGANZUELA;02-02 ACACIAS;CAOBA, CALLE, DE LA;S/N;302230035
439653,1344;4472567,183;02  ARGANZUELA;02-02 ACACIAS;CARMEN COBEÑA, CALLE, DE;2;302230068
439609,7251;4472455,491;02  ARGANZUELA;02-02 ACACIAS;CARMEN COBEÑA, CALLE, DE;20;302230069
440338,619;4472309,174;02  ARGANZUELA;02-02 ACACIAS;CARVAJALES, CALLE, DE LOS;21;302230009
440015,4818;4472234,74;02  ARGANZUELA;02-02 ACACIAS;CASABLANCA, BARRIO, DE;S/N;302230051
439963,5838;4472959,124;02  ARGANZUELA;02-02 ACACIAS;CIGARRERAS, CALLE, DE LAS;3;302230076
439897,9208;4472949,329;02  ARGANZUELA;02-02 ACACIAS;CONCEJAL BENITO MARTIN LOZANO, CALLE, DEL;14;302230078
439750,814;4473001,388;02  ARGANZUELA;02-02 ACACIAS;CONCEJAL BENITO MARTIN LOZANO, CALLE, DEL;5;302230081
440583,6281;4472588,926;02  ARGANZUELA;02-02 ACACIAS;EMBAJADORES, CALLE, DE;108;302230014
440429,1039;4472852,732;02  ARGANZUELA;02-02 ACACIAS;EMBAJADORES, CALLE, DE;76;302230027
440478,4946;4472767,562;02  ARGANZUELA;02-02 ACACIAS;EMBAJADORES, CALLE, DE;86;302230026
440528,5335;4472683,688;02  ARGANZUELA;02-02 ACACIAS;EMBAJADORES, CALLE, DE;98;302230015
440343,4155;4472742,413;02  ARGANZUELA;02-02 ACACIAS;ERCILLA, CALLE, DE;14;302230024
440411,8625;4472623,668;02  ARGANZUELA;02-02 ACACIAS;ERCILLA, CALLE, DE;27;302230018
440509,3476;4472435,698;02  ARGANZUELA;02-02 ACACIAS;ERCILLA, CALLE, DE;49;302230005
440279,6354;4472851,046;02  ARGANZUELA;02-02 ACACIAS;ERCILLA, CALLE, DE;5;302230029
440362,0416;4472211,16;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;20;302230038
440241,3932;4472490,014;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;23;302230012
440084,4059;4472779,618;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;3;302230032
440291,5617;4472394,733;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;33;302230010
440374,1389;4472238,913;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;51;302230008
440267,586;4472383,638;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;S/N;302230037
440245,987;4472264,652;02  ARGANZUELA;02-02 ACACIAS;GARGANTILLA, CALLE, DE;9;302230041
439964,1052;4472679,281;02  ARGANZUELA;02-02 ACACIAS;GASOMETRO, CALLE, DEL;30;302230034
439891,5722;4473010,276;02  ARGANZUELA;02-02 ACACIAS;GASOMETRO, CALLE, DEL;4;302230077
439908,3624;4472869,843;02  ARGANZUELA;02-02 ACACIAS;GASOMETRO, CALLE, DEL;8 B;302230079
440090,4317;4472548,368;02  ARGANZUELA;02-02 ACACIAS;JUAN ANTONIO VALLEJO-NÁJERA BOTAS, PASEO, DE;17;302230036
439802,5807;4472645,705;02  ARGANZUELA;02-02 ACACIAS;JUAN ANTONIO VALLEJO-NÁJERA BOTAS, PASEO, DE;29 C;302230065
439615,8672;4472724,964;02  ARGANZUELA;02-02 ACACIAS;JUAN ANTONIO VALLEJO-NÁJERA BOTAS, PASEO, DE;37;302230089
439927,6908;4472617,247;02  ARGANZUELA;02-02 ACACIAS;JUAN ANTONIO VALLEJO-NÁJERA BOTAS, PASEO, DE;S/N;302230064
440465,1422;4472614,982;02  ARGANZUELA;02-02 ACACIAS;LABRADOR, CALLE, DEL;10;302230017
440312,8218;4472478,996;02  ARGANZUELA;02-02 ACACIAS;LABRADOR, CALLE, DEL;22;302230011
440328,7668;4472628,723;02  ARGANZUELA;02-02 ACACIAS;LABRADOR, CALLE, DEL;S/N;302230019
440230,2447;4472642,724;02  ARGANZUELA;02-02 ACACIAS;LAUREL, CALLE, DEL;18;302230022
440286,3304;4472559,245;02  ARGANZUELA;02-02 ACACIAS;LAUREL, CALLE, DEL;39;302230020
440167,7609;4472777,933;02  ARGANZUELA;02-02 ACACIAS;LAUREL, CALLE, DEL;9;302230031
439993,7915;4472740,339;02  ARGANZUELA;02-02 ACACIAS;MAJUELO, CALLE, DEL;8;302230033
440479,0131;4472652,576;02  ARGANZUELA;02-02 ACACIAS;MARTIN DE VARGAS, CALLE, DE;25;302230016
440361,9532;4472851,695;02  ARGANZUELA;02-02 ACACIAS;MARTIN DE VARGAS, CALLE, DE;3;302230028
440516,3518;4472588,606;02  ARGANZUELA;02-02 ACACIAS;MARTIN DE VARGAS, CALLE, DE;33;302230013
440398,8991;4472788,951;02  ARGANZUELA;02-02 ACACIAS;MARTIN DE VARGAS, CALLE, DE;9;302230025
439729,4969;4472494,94;02  ARGANZUELA;02-02 ACACIAS;MELILLA, CALLE, DE;10;302230063
439681,0178;4472609,325;02  ARGANZUELA;02-02 ACACIAS;MELILLA, CALLE, DE;3;302230067
439661,6896;4472369,465;02  ARGANZUELA;02-02 ACACIAS;MELILLA, CALLE, DE;69;302230062
440178,9958;4472600,29;02  ARGANZUELA;02-02 ACACIAS;MORATINES, CALLE, DE;30;302230021
440080,2113;4472265,602;02  ARGANZUELA;02-02 ACACIAS;NAVES, CALLE, DE LAS;14 A;302230050
439997,0449;4472139,149;02  ARGANZUELA;02-02 ACACIAS;NAVES, CALLE, DE LAS;2;302230052
440149,7417;4472231,264;02  ARGANZUELA;02-02 ACACIAS;NAVES, CALLE, DE LAS;28;302230046
439834,0597;4472698,045;02  ARGANZUELA;02-02 ACACIAS;NOGALES, CALLE, DE LOS;4;302230066
439665,3138;4472926,337;02  ARGANZUELA;02-02 ACACIAS;OLMOS, PASEO, DE LOS;14;302230084
439705,8527;4472781,205;02  ARGANZUELA;02-02 ACACIAS;OLMOS, PASEO, DE LOS;21;302230087
439680,9978;4472816,763;02  ARGANZUELA;02-02 ACACIAS;OLMOS, PASEO, DE LOS;24;302230086
439645,4267;4473059,977;02  ARGANZUELA;02-02 ACACIAS;OLMOS, PASEO, DE LOS;4;302230082
439672,4537;4473004,834;02  ARGANZUELA;02-02 ACACIAS;OLMOS, PASEO, DE LOS;8;302230083
440274,5796;4472729,32;02  ARGANZUELA;02-02 ACACIAS;PEÑUELAS, CALLE, DE LAS;25;302230023
440425,6037;4472445,809;02  ARGANZUELA;02-02 ACACIAS;PEÑUELAS, CALLE, DE LAS;43;302230006
440218,9665;4472832,249;02  ARGANZUELA;02-02 ACACIAS;PEÑUELAS, CALLE, DE LAS;5;302230030
440484,717;4472334,842;02  ARGANZUELA;02-02 ACACIAS;PEÑUELAS, CALLE, DE LAS;59;302230004
440024,3493;4472956,222;02  ARGANZUELA;02-02 ACACIAS;RIBERA DE CURTIDORES, CALLE, DE LA;43;302230074
439992,9689;4473026,964;02  ARGANZUELA;02-02 ACACIAS;RIBERA DE CURTIDORES, CALLE, DE LA;S/N;302230075
440278,2695;4472063,565;02  ARGANZUELA;02-02 ACACIAS;SAN ANASTASIO, CALLE, DE;S/N;302230039
439811,5048;4472829,44;02  ARGANZUELA;02-02 ACACIAS;SAN ISIDORO DE SEVILLA, CALLE, DE;14;302230085
439888,7521;4472801,24;02  ARGANZUELA;02-02 ACACIAS;SAN ISIDORO DE SEVILLA, CALLE, DE;23;302230080
439616,4044;4472901,08;02  ARGANZUELA;02-02 ACACIAS;SAN ISIDORO DE SEVILLA, CALLE, DE;5;302230088
440599,9621;4472436,735;02  ARGANZUELA;02-02 ACACIAS;SANTA MARIA DE LA CABEZA, PASEO, DE;64;302230001
