Gis_X;Gis_Y;Distrito;Barrio;Calle;Número de Finca;Matrícula
443355,1701;4479235,869;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FEDERICO SALMON, CALLE, DE;9;205510912
443381,4304;4479390,823;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FEDERICO SALMON, CALLE, DE;S/N;205511005
441782,9612;4479408,132;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FELIX BOIX, CALLE, DE;11;205510410
441640,2198;4479404,142;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FELIX BOIX, CALLE, DE;6;205510392
441687,5948;4479415,892;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FELIX BOIX, CALLE, DE;8;205510406
442361,4427;4479076,428;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRANCISCO GOYA, CALLE, DE;1;205510886
442363,2574;4479146,8;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRANCISCO GOYA, CALLE, DE;8;205510953
442049,1464;4479579,132;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRANCISCO SUAREZ, CALLE, DE;11;205510915
442091,9282;4479560,975;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRANCISCO SUAREZ, CALLE, DE;14;205510874
442196,7615;4479554,892;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRANCISCO SUAREZ, CALLE, DE;20;205510918
442350,4282;4479520,892;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRANCISCO SUAREZ, CALLE, DE;25;205510876
441973,7946;4479578,687;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRANCISCO SUAREZ, CALLE, DE;8;205510873
442035,3405;4479255,056;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRAY BERNARDINO SAHAGUN, CALLE, DE;1;205510940
442116,6279;4479169,613;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRAY BERNARDINO SAHAGUN, CALLE, DE;12;205511010
442199,5905;4479114,139;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRAY BERNARDINO SAHAGUN, CALLE, DE;24;205511009
442011,9612;4479246,965;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRAY BERNARDINO SAHAGUN, CALLE, DE;S/N;205511011
441951,9057;4479310,909;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;FRAY BERNARDINO SAHAGUN, CALLE, DE;S/N;205511012
441842,8405;4479142,514;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;GENERAL GALLEGOS, CALLE, DEL;4;205510400
441880,9282;4479694,225;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;GENERAL LOPEZ POZAS, CALLE, DEL;22;205510869
441910,5168;4479482,298;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;GENERAL LOPEZ POZAS, CALLE, DEL;4;205510868
441882,4698;4479507,642;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;GENERAL LOPEZ POZAS, CALLE, DEL;5;205510394
441856,9698;4479680,017;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;GENERAL LOPEZ POZAS, CALLE, DEL;S/N;205510393
442968,9199;4478962,958;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;GUATEMALA, CALLE, DE;12;205510976
443155,3148;4478961,166;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;GUATEMALA, CALLE, DE;24;205510978
442837,3365;4478972,458;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;GUATEMALA, CALLE, DE;S/N;205510975
442225,1738;4479059,639;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;HENRI DUNANT, CALLE, DE;1;205510881
442088,239;4479057,021;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;HENRI DUNANT, CALLE, DE;12;205510882
442027,7946;4479069,021;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;HENRI DUNANT, CALLE, DE;17;205510944
441935,4797;4479056,169;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;HENRI DUNANT, CALLE, DE;23;205510883
442131,4238;4478997,223;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;HONDURAS, CALLE, DE;1 A;205510946
442444,6834;4478997,521;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;HONDURAS, CALLE, DE;12;205511020
442285,5905;4478995,723;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;HONDURAS, CALLE, DE;4;205510952
442538,0032;4479156,708;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;ITALICA, CALLE, DE;9;205510956
442445,1742;4479506,378;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JEREZ, CALLE, DE;2;205510959
442690,7575;4479471,378;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JEREZ, CALLE, DE;20;205510891
442540,4242;4479492,294;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JEREZ, CALLE, DE;6;205510962
441841,7198;4479466,267;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JOAQUIN BAU, CALLE, DE;4;205510408
442409,174;4479210,634;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JOSE RODRIGUEZ PINILLA, CALLE, DE;13;205510954
441737,3405;4479075,014;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JUAN HURTADO DE MENDOZA, CALLE, DE;11;205510397
441616,3405;4479109,389;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JUAN HURTADO DE MENDOZA, CALLE, DE;5;205510384
441789,469;4479038,258;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JUAN RAMON JIMENEZ, CALLE, DE;16;205510398
441798,0571;4479104,397;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JUAN RAMON JIMENEZ, CALLE, DE;18;205510386
441754,2521;4479231,717;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JUAN RAMON JIMENEZ, CALLE, DE;24;205510399
441738,5307;4479324,951;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JUAN RAMON JIMENEZ, CALLE, DE;43;205510388
441748,5063;4479396,752;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;JUAN RAMON JIMENEZ, CALLE, DE;47;205510387
442305,674;4479245,467;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;LA HABANA, PASEO, DE;145;205510935
442420,5723;4479731,993;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;LA HABANA, PASEO, DE;179;205510920
442294,1738;4479136,723;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;LA HABANA, PASEO, DE;182;205510937
442338,0907;4479330,55;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;LA HABANA, PASEO, DE;198;205510936
442356,2574;4479472,05;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;LA HABANA, PASEO, DE;202 A;205510932
442399,0168;4479608,965;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;LA HABANA, PASEO, DE;206;205510919
442427,3407;4479246,3;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MACARENA, CALLE, DE LA;13;205510966
442594,5865;4479223,458;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MACARENA, CALLE, DE LA;16;205510960
442647,6699;4479221,875;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MACARENA, CALLE, DE LA;37;205510892
442860,0909;4479416,211;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MADRE DE DIOS, CALLE, DE LA;13;205510983
442802,3409;4479306,461;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MADRE DE DIOS, CALLE, DE LA;2 L;205510984
442956,2946;4479548,465;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MADRE DE DIOS, CALLE, DE LA;35;205510982
441897,6449;4479385,601;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MADRE MOLAS, PLAZA, DE LA;2;205510409
442913,8131;4479389,761;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MAESTRO CHAPI, CALLE, DEL;10;205510986
442963,0075;4479461,544;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MAESTRO CHAPI, CALLE, DEL;22;205510994
443057,3409;4479591,211;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MAESTRO CHAPI, CALLE, DEL;31;205510995
443031,0909;4479482,378;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MAESTRO LASALLE, CALLE, DEL;30;205511021
442029,0905;4479154,473;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MANUEL BENEDITO, CALLE, DE;7;205510945
442540,2575;4479750,961;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MARIA GUILHOU, CALLE, DE;S/N;205510968
441928,4797;4479801,354;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MATEO INURRIA, CALLE, DE;10;205510928
442034,0992;4479828,395;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MATEO INURRIA, CALLE, DE;20;205510929
442183,8492;4479852,478;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MATEO INURRIA, CALLE, DE;30;205510930
442305,595;4479864,22;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MATEO INURRIA, CALLE, DE;34;205510931
441777,4698;4479754,767;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MATEO INURRIA, CALLE, DE;4;205511122
442174,3405;4479153,806;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MENENDEZ PIDAL, CALLE, DE;18;205510938
442106,739;4478897,132;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MENENDEZ PIDAL, CALLE, DE;2;205510948
442224,0905;4479291,889;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MENENDEZ PIDAL, CALLE, DE;21;205510934
442217,1834;4479244,428;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MENENDEZ PIDAL, CALLE, DE;22;205510879
442248,6782;4479450,475;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MENENDEZ PIDAL, CALLE, DE;29;205510875
442281,8448;4479542,559;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MENENDEZ PIDAL, CALLE, DE;33;205510878
442293,2807;4479622,576;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MENENDEZ PIDAL, CALLE, DE;37;205510922
442349,4284;4479724,886;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MENENDEZ PIDAL, CALLE, DE;40;205510921
442409,4284;4479792,553;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MENENDEZ PIDAL, CALLE, DE;47;205510877
442159,2572;4479074,473;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;MENENDEZ PIDAL, CALLE, DE;7;205510943
442467,2205;4478936,724;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;NUESTRA SEÑORA DE LUJAN, CALLE, DE;19;205510885
442355,0723;4478935,187;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;NUESTRA SEÑORA DE LUJAN, CALLE, DE;7;205510884
441868,4655;4478975,514;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PADRE DAMIAN, CALLE, DEL;29;205510416
441876,2155;4479071,264;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PADRE DAMIAN, CALLE, DEL;35;205510415
441884,2155;4479178,514;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PADRE DAMIAN, CALLE, DEL;39;205510414
441892,5538;4478990,724;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PADRE DAMIAN, CALLE, DEL;44;205510872
441904,6738;4479141,723;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PADRE DAMIAN, CALLE, DEL;50;205510871
441917,9612;4479285,521;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PADRE DAMIAN, CALLE, DEL;S/N;205510870
441992,6782;4479688,225;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PALMA DEL RIO, CALLE, DE;14;205510926
442907,2575;4479310,544;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PALMITO, CALLE, DEL;S/N;205510985
443037,0865;4478955,458;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PARAGUAY, CALLE, DE;8;205510898
443057,6699;4479044,208;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PARAGUAY, CALLE, DE;S/N;205510897
441790,4662;4479269,818;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PEDRO MUGURUZA, CALLE, DE;4;205510412
441893,922;4479292,974;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PEDRO MUGURUZA, CALLE, DE;7;205510413
442664,6557;4479168,743;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PIO XII, AVENIDA, DE;2;205510904
442806,8131;4479780,576;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PIO XII, AVENIDA, DE;30;205511022
442696,2205;4479342,835;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PIO XII, AVENIDA, DE;4;205510905
442720,239;4479649,465;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PIO XII, AVENIDA, DE;51;205510970
442753,9242;4479727,294;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PIO XII, AVENIDA, DE;57 A;205510971
442716,5075;4479486,461;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PIO XII, AVENIDA, DE;6;205510979
443340,6742;4479551,044;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PRIETO UREÑA, CALLE, DE;13;205510998
443227,4242;4479578,294;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PRIETO UREÑA, CALLE, DE;5;205510997
442643,5865;4478994,458;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PRINCIPE DE VERGARA, CALLE, DEL;280;205510893
442612,6279;4479007,076;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PRINCIPE DE VERGARA, CALLE, DEL;291;205510958
443155,1834;4479039,869;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;RICARDO CALVO, CALLE, DE;10;205510899
442537,7532;4479272,458;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;SAN TELMO, CALLE, DE;19;205510965
442575,5168;4479417,539;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;SAN TELMO, TRAVESIA, DE;6;205510964
443157,8409;4479327,544;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;SANTA MARIA MAGDALENA, CALLE, DE;13;205511001
443130,0909;4479445,961;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;SANTA MARIA MAGDALENA, CALLE, DE;19;205511002
443110,1742;4479488,461;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;SANTA MARIA MAGDALENA, CALLE, DE;21;205510993
443120,8409;4479567,211;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;SANTA MARIA MAGDALENA, CALLE, DE;28;205511004
443046,4242;4479692,378;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;SANTA MARIA MAGDALENA, CALLE, DE;35;205510981
443127,7532;4479244,708;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;SANTA MARIA MAGDALENA, TRAVESIA, DE;11;205511003
441949,0115;4479664,475;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;SAXIFRAGA, CALLE, DE LA;S/N;205510924
442954,0032;4479232,375;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;TORPEDERO TUCUMAN, CALLE, DE;13;205510990
442979,0909;4479300,753;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;TORPEDERO TUCUMAN, CALLE, DE;19;205510907
442918,4199;4479168,375;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;TORPEDERO TUCUMAN, CALLE, DE;7;205510989
443052,3686;4479296,243;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;TORPEDERO TUCUMAN, CALLE, DE;S/N;205510991
443261,8501;4479243,354;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;TORREGALINDO, CALLE, DE;3;205510913
443184,239;4479297,298;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;TORRELARA, CALLE, DE;S/N;205510909
442603,4057;4479319,326;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;TRIANA, CALLE, DE;29;205511130
442621,739;4479414,159;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;TRIANA, CALLE, DE;43;205511128
442655,5908;4479511,058;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;TRIANA, CALLE, DE;44;205510963
442575,2532;4479136,708;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;TRIANA, CALLE, DE;5;205510957
442656,9242;4479561,044;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;TRIANA, CALLE, DE;61;205510890
442290,776;4478897,798;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;VICTOR ANDRES BELAUNDE, CALLE, DE;S/N;205511019
441716,3492;4479951,061;05  CHAMARTÍN;05-06 CASTILLA;AGUSTIN DE FOXA, CALLE, DE;17;205611073
441839,9325;4480083,895;05  CHAMARTÍN;05-06 CASTILLA;AGUSTIN DE FOXA, CALLE, DE;22;205611083
441855,9742;4480144,895;05  CHAMARTÍN;05-06 CASTILLA;AGUSTIN DE FOXA, CALLE, DE;23;205611082
441978,6035;4480321,731;05  CHAMARTÍN;05-06 CASTILLA;AGUSTIN DE FOXA, CALLE, DE;31;205611081
442029,4785;4480334,398;05  CHAMARTÍN;05-06 CASTILLA;AGUSTIN DE FOXA, CALLE, DE;40;205611034
441898,7746;4481060,9;05  CHAMARTÍN;05-06 CASTILLA;ANDRES MANJON, PLAZA, DE;5;205611062
441953,8579;4481124,567;05  CHAMARTÍN;05-06 CASTILLA;ANDRES MANJON, PLAZA, DE;7;205611057
442639,7662;4480762,883;05  CHAMARTÍN;05-06 CASTILLA;BAMBU, CALLE, DEL;14;205611112
442606,3495;4480655,3;05  CHAMARTÍN;05-06 CASTILLA;BAMBU, CALLE, DEL;8;205611111
442558,2661;4480675,228;05  CHAMARTÍN;05-06 CASTILLA;BAMBU, CALLE, DEL;S/N;205611050
442556,3495;4480319,05;05  CHAMARTÍN;05-06 CASTILLA;BUGANVILLA, CALLE, DE LA;3 B;205611094
442608,4057;4480296,576;05  CHAMARTÍN;05-06 CASTILLA;BUGANVILLA, CALLE, DE LA;6;205611093
442545,3495;4480444,758;05  CHAMARTÍN;05-06 CASTILLA;BUGANVILLA, CALLE, DE LA;9;205611095
442707,3495;4480677,467;05  CHAMARTÍN;05-06 CASTILLA;BURGOS, AVENIDA, DE;16 C;205611100
442697,9757;4480591,447;05  CHAMARTÍN;05-06 CASTILLA;BURGOS, AVENIDA, DE;19;205611048
442789,2289;4481106,261;05  CHAMARTÍN;05-06 CASTILLA;BURGOS, AVENIDA, DE;28;205611103
442732,1872;4480852,719;05  CHAMARTÍN;05-06 CASTILLA;BURGOS, AVENIDA, DE;31;205611101
442791,6557;4481229,826;05  CHAMARTÍN;05-06 CASTILLA;BURGOS, AVENIDA, DE;32;205611105
442733,0249;4481394,305;05  CHAMARTÍN;05-06 CASTILLA;BURGOS, AVENIDA, DE;40;205611106
442741,2289;4480981,011;05  CHAMARTÍN;05-06 CASTILLA;BURGOS, AVENIDA, DE;41;205611102
442632,5952;4480187,964;05  CHAMARTÍN;05-06 CASTILLA;BURGOS, AVENIDA, DE;S/N;205611040
442704,239;4480757,687;05  CHAMARTÍN;05-06 CASTILLA;BURGOS, AVENIDA, DE;S/N;205611051
442753,1148;4481051,911;05  CHAMARTÍN;05-06 CASTILLA;BURGOS, AVENIDA, DE;S/N;205611104
442729,6915;4481551,472;05  CHAMARTÍN;05-06 CASTILLA;BURGOS, AVENIDA, DE;S/N;205611107
442685,026;4479893,316;05  CHAMARTÍN;05-06 CASTILLA;CAIDOS DE LA DIVISION AZUL, CALLE, DE LOS;1;205611099
442922,4057;4479806,909;05  CHAMARTÍN;05-06 CASTILLA;CAIDOS DE LA DIVISION AZUL, CALLE, DE LOS;15;205611047
443205,8517;4479837,651;05  CHAMARTÍN;05-06 CASTILLA;CARDENAL MARCELO SPINOLA, CALLE, DEL;10;205611044
443053,2202;4479854,505;05  CHAMARTÍN;05-06 CASTILLA;CARDENAL MARCELO SPINOLA, CALLE, DEL;32;205611046
443100,4659;4479774,128;05  CHAMARTÍN;05-06 CASTILLA;CARDENAL MARCELO SPINOLA, CALLE, DEL;4;205611043
443137,739;4479925,576;05  CHAMARTÍN;05-06 CASTILLA;CARDENAL MARCELO SPINOLA, CALLE, DEL;42;205611045
441759,5992;4480025,311;05  CHAMARTÍN;05-06 CASTILLA;CARMEN SANCHEZ CARRASCOSA, CALLE, DE;7;205611072
441709,8492;4480212,478;05  CHAMARTÍN;05-06 CASTILLA;CASTELLANA, PASEO, DE LA;242;205611071
441711,9369;4480318,148;05  CHAMARTÍN;05-06 CASTILLA;CASTELLANA, PASEO, DE LA;246;205611027
441757,1035;4480431,814;05  CHAMARTÍN;05-06 CASTILLA;CASTELLANA, PASEO, DE LA;264;205611068
441883,2746;4480980,817;05  CHAMARTÍN;05-06 CASTILLA;CASTELLANA, PASEO, DE LA;286;205611109
441887,4829;4481110,4;05  CHAMARTÍN;05-06 CASTILLA;CASTELLANA, PASEO, DE LA;292;205611025
441923,2329;4481181,15;05  CHAMARTÍN;05-06 CASTILLA;CASTELLANA, PASEO, DE LA;296;205611055
441931,5723;4481281,409;05  CHAMARTÍN;05-06 CASTILLA;CASTELLANA, PASEO, DE LA;300;205611024
441860,5246;4480984,234;05  CHAMARTÍN;05-06 CASTILLA;CASTELLANA, PASEO, DE LA;S/N;205611026
441936,9412;4480967,317;05  CHAMARTÍN;05-06 CASTILLA;CONDE DE TORRALBA, CALLE, DEL;4;205611059
441839,1035;4480649,981;05  CHAMARTÍN;05-06 CASTILLA;DANIEL VAZQUEZ DIAZ, CALLE, DE;2;205611065
442550,5596;4479950,312;05  CHAMARTÍN;05-06 CASTILLA;DUQUE DE PASTRANA, PLAZA, DEL;7;205611092
441831,2659;4479832,395;05  CHAMARTÍN;05-06 CASTILLA;ENRIQUE LARRETA, CALLE, DE;2 A;205611032
441812,5159;4479910,061;05  CHAMARTÍN;05-06 CASTILLA;ENRIQUE LARRETA, CALLE, DE;4;205611031
441794,1825;4479891,145;05  CHAMARTÍN;05-06 CASTILLA;ENRIQUE LARRETA, CALLE, DE;9;205611074
442164,8492;4480088,395;05  CHAMARTÍN;05-06 CASTILLA;HIEDRA, CALLE, DE LA;12;205611038
442133,9742;4479964,895;05  CHAMARTÍN;05-06 CASTILLA;HIEDRA, CALLE, DE LA;4;205611115
443013,6426;4479925,332;05  CHAMARTÍN;05-06 CASTILLA;JOSE BARDASANO BAOS, CALLE, DE;4;205611110
443010,0119;4479850,88;05  CHAMARTÍN;05-06 CASTILLA;JOSE BARDASANO BAOS, CALLE, DE;8;205611042
441927,8492;4480203,395;05  CHAMARTÍN;05-06 CASTILLA;JOSE VASCONCELOS, CALLE, DE;9;205611080
442288,5992;4480074,395;05  CHAMARTÍN;05-06 CASTILLA;LEVANTE, CALLE, DEL;24;205611089
441916,6079;4480861,817;05  CHAMARTÍN;05-06 CASTILLA;MANUEL CALDEIRO, CALLE, DE;2;205611049
441967,4325;4479887,395;05  CHAMARTÍN;05-06 CASTILLA;MANUEL FERRERO, CALLE, DE;10;205611076
441978,6834;4480062,298;05  CHAMARTÍN;05-06 CASTILLA;MANUEL FERRERO, CALLE, DE;11;205611079
441893,2285;4480524,523;05  CHAMARTÍN;05-06 CASTILLA;MARQUES DE TORRELAGUNA, CALLE, DEL;S/N;205611066
442053,1825;4479851,728;05  CHAMARTÍN;05-06 CASTILLA;MATEO INURRIA, CALLE, DE;21;205611054
442148,3492;4479867,27;05  CHAMARTÍN;05-06 CASTILLA;MATEO INURRIA, CALLE, DE;25;205611053
442314,287;4479883,194;05  CHAMARTÍN;05-06 CASTILLA;MATEO INURRIA, CALLE, DE;37;205611088
441758,3448;4479775,392;05  CHAMARTÍN;05-06 CASTILLA;MATEO INURRIA, CALLE, DE;9;205611075
441815,2242;4480210,645;05  CHAMARTÍN;05-06 CASTILLA;MAURICIO LEGENDRE, CALLE, DE;15;205611029
441843,4369;4480343,314;05  CHAMARTÍN;05-06 CASTILLA;MAURICIO LEGENDRE, CALLE, DE;16;205611028
441813,0992;4480270,978;05  CHAMARTÍN;05-06 CASTILLA;MAURICIO LEGENDRE, CALLE, DE;19;205611069
441803,8492;4480135,978;05  CHAMARTÍN;05-06 CASTILLA;MAURICIO LEGENDRE, CALLE, DE;2;205611030
441849,0202;4480429,564;05  CHAMARTÍN;05-06 CASTILLA;MAURICIO LEGENDRE, CALLE, DE;31;205611067
442013,9829;4480804,15;05  CHAMARTÍN;05-06 CASTILLA;MAURICIO LEGENDRE, CALLE, DE;38;205611064
441972,1035;4480754,148;05  CHAMARTÍN;05-06 CASTILLA;MAURICIO LEGENDRE, CALLE, DE;45 G;205611063
442046,0122;4480957,044;05  CHAMARTÍN;05-06 CASTILLA;MAURICIO LEGENDRE, CALLE, DE;S/N;205611052
442074,1389;4481119,054;05  CHAMARTÍN;05-06 CASTILLA;MAURICIO LEGENDRE, CALLE, DE;S/N;205611114
442234,6825;4480134,561;05  CHAMARTÍN;05-06 CASTILLA;MEMBRILLO, CALLE, DEL;5;205611090
442610,9057;4480045,451;05  CHAMARTÍN;05-06 CASTILLA;NUESTRA SEÑORA DEL RECUERDO, PASEO, DE;S/N;205611039
441888,0159;4479898,728;05  CHAMARTÍN;05-06 CASTILLA;NUÑEZ MORGADO, CALLE, DE;1;205611077
441892,8492;4480057,311;05  CHAMARTÍN;05-06 CASTILLA;NUÑEZ MORGADO, CALLE, DE;15;205611078
442023,239;4481168,576;05  CHAMARTÍN;05-06 CASTILLA;PABLO LUNA, CALLE, DE;10;205611058
441965,5723;4480958,659;05  CHAMARTÍN;05-06 CASTILLA;PABLO LUNA, CALLE, DE;3;205611060
442832,7749;4481377,972;05  CHAMARTÍN;05-06 CASTILLA;PASTORA IMPERIO, CALLE, DE;3 A;205611061
442849,4832;4481512,639;05  CHAMARTÍN;05-06 CASTILLA;PASTORA IMPERIO, CALLE, DE;S/N;205611108
442858,781;4479934,265;05  CHAMARTÍN;05-06 CASTILLA;PIO XII, AVENIDA, DE;77;205611097
442880,7573;4479921,538;05  CHAMARTÍN;05-06 CASTILLA;PIO XII, AVENIDA, DE;77;205611098
442828,0162;4480368,133;05  CHAMARTÍN;05-06 CASTILLA;PIO XII, AVENIDA, DE;94 E;205611096
442926,2118;4480215,293;05  CHAMARTÍN;05-06 CASTILLA;PIO XII, AVENIDA, DE;S/N;205611041
442953,4994;4480159,66;05  CHAMARTÍN;05-06 CASTILLA;PIO XII, AVENIDA, DE;S/N;205611113
442192,5992;4479992,311;05  CHAMARTÍN;05-06 CASTILLA;PONIENTE, CALLE, DE;16;205611087
442197,4612;4480096,576;05  CHAMARTÍN;05-06 CASTILLA;PONIENTE, CALLE, DE;34;205611091
442228,9325;4479873,728;05  CHAMARTÍN;05-06 CASTILLA;RECUERDO, AVENIDA, DEL;1;205611086
442022,0159;4479918,228;05  CHAMARTÍN;05-06 CASTILLA;RODRIGUEZ JAEN, CALLE, DE;15;205611037
442008,4881;4479867,923;05  CHAMARTÍN;05-06 CASTILLA;RODRIGUEZ JAEN, CALLE, DE;3;205611085
442024,1825;4480043,228;05  CHAMARTÍN;05-06 CASTILLA;RODRIGUEZ JAEN, CALLE, DE;35;205611036
442011,6825;4480102,395;05  CHAMARTÍN;05-06 CASTILLA;RODRIGUEZ JAEN, CALLE, DE;41;205611084
442026,3492;4480207,645;05  CHAMARTÍN;05-06 CASTILLA;RODRIGUEZ JAEN, CALLE, DE;S/N;205611035
441778,4325;4480120,145;05  CHAMARTÍN;05-06 CASTILLA;SAN RAMON NONATO, CALLE, DE;6;205611070
